,symbol,name,currency,exchange,mic_code,country,type
336,000750,"Sealand Securities Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
337,000751,"Huludao Zinc Industry Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
338,000752,"Tibet Development Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
339,000753,"Fujian Zhangzhou Development Co., Ltd",CNY,SZSE,XSHE,China,Common Stock
340,000755,"Shanxi Road & Bridge Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
341,000756,Shandong Xinhua Pharmaceutical Company Limited,CNY,SZSE,XSHE,China,Common Stock
342,000757,"Sichuan Haowu Electromechanical Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
343,000758,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",CNY,SZSE,XSHE,China,Common Stock
344,000759,"Zhongbai Holdings Group Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
346,000761,"Bengang Steel Plates Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
347,000762,"Tibet Mineral Development Co., LTD",CNY,SZSE,XSHE,China,Common Stock
348,000766,"Tonghua Golden-Horse Pharmaceutical Industry Co,Ltd",CNY,SZSE,XSHE,China,Common Stock
349,000767,"Jinneng Holding Shanxi Electric Power Co.,LTD.",CNY,SZSE,XSHE,China,Common Stock
350,000768,AVIC Xi'an Aircraft Industry Group Company Ltd.,CNY,SZSE,XSHE,China,Common Stock
351,000776,"GF Securities Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
352,000777,"CNNC SUFA Technology Industry Co., Ltd.",CNY,SZSE,XSHE,China,Common Stock
